Elf1	3.0
Plin3	3.0
Dhrs11	3.0
March8	3.0
Heca	3.0
Bach1	3.0
Ppdpf	3.0
Psme4	3.0
Numbl	3.0
Tsc22d1	3.0
Cdc25b	3.0
Mboat2	3.0
Atp2b4	3.0
Map1lc3a	3.0
Hist1h2bc	3.0
Mxi1	3.0
Hebp1	3.0
Gypa	3.0
Zbtb7b	3.0
Mir486	3.0
Btn1a1	3.0
Atp8a1	3.0
Ube2h	3.0
Wsb2	3.0
Hdac5	3.0
Itfg3	3.0
0610010O12Rik	3.0
Frmd4a	3.0
Naga	3.0
Fam83d	3.0
Dnase2a	3.0
Cpeb4	3.0
Nudt18	3.0
Cdr2	3.0
Herpud2	3.0
Slc30a1	3.0
Rab4a	3.0
Mxd1	3.0
Abcb6	3.0
Slc25a37	3.0
Cldn13	3.0
Stx2	3.0
C78339	3.0
Rnf103	3.0
Uba7	3.0
Tmc8	3.0
Fam63b	3.0
1810058I24Rik	3.0
Abhd4	3.0
Ppp2r5b	3.0
E130308A19Rik	3.0
Ccdc6	3.0
Gcdh	3.0
Abca7	3.0
Pxmp4	3.0
Socs1	3.0
Arf5	4.0
Necap2	4.0
Samd14	4.0
Clic1	4.0
Wbp2	4.0
Klf1	4.0
Gclm	4.0
Suv420h2	4.0
Hbb-b2	4.0
Beta-s	4.0
Ap2a1	4.0
Cited4	4.0
Grina	4.0
Blvrb	4.0
Epn1	4.0
Tmem14c	4.0
Ftl1	4.0
Ccnd3	4.0
Gata1	4.0
Atp1b2	4.0
Hbb-b1	4.0
Lmna	4.0
Gmpr	4.0
1810027O10Rik	4.0
Soat2	5.0
Fbxo44	5.0
Nupr1	5.0
1190002F15Rik	5.0
Hist4h4	5.0
Tulp2	5.0
Lgr4	5.0
Il9r	5.0
Gipr	5.0
Sema6c	5.0
Fhdc1	5.0
Slc26a11	5.0
Ctsf	5.0
Tmem88b	5.0
Fam57b	5.0
Trp53inp1	5.0
Padi3	5.0
Wbscr27	5.0
Tnfrsf13c	5.0
Ypel5	5.0
Shf	5.0
Pfkfb4	5.0
Rgs11	5.0
Abcb9	5.0
Ypel2	5.0
Dhrs3	5.0
Tmem150a	5.0
Matn1	5.0
Cpne9	5.0
Tubb1	5.0
Fn3k	5.0
Srxn1	5.0
Rab3il1	5.0
Itga7	5.0
Rragd	5.0
Slc38a5	5.0
Kalrn	5.0
Mir546	5.0
2310046K01Rik	5.0
Adcy6	5.0
Hyal1	5.0
Kcnh2	5.0
1600014C23Rik	5.0
Dusp8	5.0
Crlf1	5.0
Gstt2	5.0
Me1	5.0
Rcn3	5.0
Rgs12	5.0
Cpeb2	5.0
Creb3l3	5.0
Trp53inp2	5.0
Tbx6	5.0
Tubb3	5.0
Capn5	5.0
Gdpd1	5.0
Rit1	5.0
Tcp11l1	5.0
Dstyk	5.0
Grwd1	6.0
Def6	6.0
Car1	6.0
Cyba	6.0
Lyl1	6.0
Nop2	6.0
Ptpn7	6.0
Icam2	6.0
Limd2	6.0
Hmga1-rs1	6.0
Suclg2	6.0
Vim	6.0
Mmp14	6.0
H2afy	6.0
Lgals1	6.0
Aprt	6.0
Ptprcap	6.0
Kat2a	6.0
Lyar	6.0
Rps21	6.0
Atic	6.0
Cdca7	6.0
Rpl39	6.0
Mthfd1	6.0
Npepl1	6.0
Fam195a	6.0
Ccnd2	6.0
Mthfd1l	6.0
Gata2	6.0
Hdac7	6.0
Set	6.0
Crip1	6.0
Parp1	6.0
Srm	6.0
Acap1	6.0
Zfp36l2	6.0
Gart	6.0
Egr1	6.0
Npm3-ps1	6.0
Rpl23a	6.0
Ctse	6.0
C2cd4a	6.0
Mybbp1a	6.0
Mir682	6.0
